INDEX,REPORT_YEAR,DIVISION,NEIGHBOURHOOD,CATEGORY,SUBTYPE,COUNT,COUNT_CLEARED,ObjectId
34662,2020,D14,Kensington-Chinatown (78),Crimes Against Property,Other,124,37,34569
34663,2020,D11,NSA,Other Criminal Code Violations,Other,10,10,34570
34664,2015,D12,Beechborough-Greenbrook (112),Crimes Against Property,Theft Under $5000,64,20,34571
34665,2023,D42,Malvern East (146),Crimes Against Property,Theft Under $5000,278,20,34572
34666,2022,D32,Lawrence Park North (105),Crimes Against the Person,Assault,28,8,34573
34667,2023,D41,Clairlea-Birchmount (120),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,40,33,34574
34668,2017,D55,Old East York (58),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,3,34575
34669,2017,D23,Willowridge-Martingrove-Richview (7),Controlled Drugs and Substances Act,Other,10,10,34576
34670,2023,D22,New Toronto (18),Other Criminal Code Violations,Other,52,38,34577
34671,2014,D11,Junction-Wallace Emerson (171),Crimes Against the Person,Other,29,15,34578
34672,2017,D33,St.Andrew-Windfields (40),Crimes Against Property,Break & Enter-Apartment,3,2,34579
34673,2020,D41,Cliffcrest (123),Crimes Against Property,Theft Under $5000,42,7,34580
34674,2020,D43,West Rouge (143),Crimes Against Property,Fraud,16,1,34581
34675,2019,D22,Woodbine Corridor (64),Crimes Against the Person,Assault,1,1,34582
34676,2016,D22,NSA,Crimes Against Property,Fraud,5,1,34583
34677,2020,D52,Yonge-Bay Corridor (170),Crimes Against Property,Break & Enter-Apartment,20,4,34584
34678,2022,D41,Clairlea-Birchmount (120),Crimes Against Property,Other,176,51,34585
34679,2023,D23,Edenbridge-Humber Valley (9),Other Federal Statute Violations,Other,1,1,34586
34680,2015,D33,Parkwoods-O'Connor Hills (149),Controlled Drugs and Substances Act,Other,10,9,34587
34681,2014,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Break & Enter-Commercial,11,6,34588
34682,2019,D11,High Park North (88),Controlled Drugs and Substances Act,Other,4,3,34589
34683,2016,D41,NSA,Other Criminal Code Violations,Other,3,3,34590
34684,2016,D13,Casa Loma (96),Crimes Against Property,Other,18,5,34591
34685,2015,D52,Bay-Cloverhill (169),Crimes Against the Person,Assault,91,56,34592
34686,2015,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Auto Theft,72,2,34593
34687,2014,D42,Agincourt South-Malvern West (128),Crimes Against Property,Break & Enter-Commercial,32,7,34594
34688,2016,D13,Yorkdale-Glen Park (31),Crimes Against Property,Auto Theft,14,2,34595
34689,2020,D32,Avondale (153),Crimes Against the Person,Assault,38,28,34596
34690,2016,D32,Yonge-Doris (151),Crimes Against Property,Other,59,22,34597
34691,2022,D12,Maple Leaf (29),Crimes Against the Person,Sexual Violation,8,6,34598
34692,2015,D32,York University Heights (27),Crimes Against Property,Theft Over $5000,22,1,34599
34693,2022,D55,Woodbine Corridor (64),Crimes Against Property,Break & Enter-Commercial,7,1,34600
34694,2017,D41,Dorset Park (126),Crimes Against Property,Break & Enter-House,12,3,34601
34695,2018,D13,Briar Hill-Belgravia (108),Other Criminal Code Violations,Other,48,44,34602
34696,2020,D14,South Parkdale (85),Criminal Code Traffic,Other,28,27,34603
34697,2020,D14,Fort York-Liberty Village (163),Crimes Against Property,Break & Enter-House,2,1,34604
34698,2014,D43,Scarborough Village (139),Crimes Against the Person,Other,49,35,34605
34699,2021,D41,Cliffcrest (123),Crimes Against the Person,Assault,36,27,34606
34700,2014,D33,Henry Farm (53),Crimes Against Property,Theft Under $5000,100,41,34607
34702,2019,D51,Downtown Yonge East (168),Other Federal Statute Violations,Other,8,8,34608
34411,2018,D31,Humber Summit (21),Crimes Against Property,Break & Enter-House,10,1,34609
34574,2017,D31,Pelmo Park-Humberlea (23),Other Criminal Code Violations,Other,12,11,34610
34763,2015,D32,Newtonbrook East (50),Crimes Against Property,Fraud,49,13,34611
34764,2014,D53,South Eglinton-Davisville (174),Other Criminal Code Violations,Other,19,19,34612
34703,2014,D32,Yorkdale-Glen Park (31),Crimes Against Property,Break & Enter-House,6,1,34613
34412,2020,D22,Islington (158),Crimes Against the Person,Assault,68,41,34614
34462,2019,D33,Victoria Village (43),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,34615
34575,2016,D53,Forest Hill South (101),Criminal Code Traffic,Other,6,6,34616
34765,2019,D11,High Park-Swansea (87),Other Federal Statute Violations,Other,2,2,34617
34704,2023,D31,Downsview (155),Crimes Against the Person,Robbery-Other,16,5,34618
34463,2017,D55,Playter Estates-Danforth (67),Crimes Against Property,Auto Theft,4,1,34619
34413,2015,D53,South Eglinton-Davisville (174),Crimes Against Property,Break & Enter-Commercial,6,2,34620
34576,2020,D51,Cabbagetown-South St.James Town (71),Crimes Against Property,Break & Enter-House,8,1,34621
34766,2019,D22,Long Branch (19),Crimes Against the Person,Robbery-Financial,2,2,34622
34705,2014,D32,Clanton Park (33),Crimes Against Property,Break & Enter-Commercial,17,1,34623
34464,2014,D43,Highland Creek (134),Crimes Against Property,Other,65,28,34624
34414,2020,D52,Wellington Place (164),Crimes Against Property,Break & Enter-Other,2,1,34625
34577,2023,D41,Oakridge (121),Controlled Drugs and Substances Act,Other,7,7,34626
34767,2019,D12,NSA,Crimes Against the Person,Assault,2,2,34627
34706,2018,D53,Rosedale-Moore Park (98),Crimes Against Property,Theft Over $5000,11,2,34628
34465,2020,D31,Glenfield-Jane Heights (25),Crimes Against Property,Break & Enter-Apartment,17,8,34629
34415,2015,D55,Clairlea-Birchmount (120),Crimes Against the Person,Assault,5,2,34630
34578,2021,D31,Downsview (155),Other Federal Statute Violations,Other,1,1,34631
34768,2022,D41,Eglinton East (138),Other Criminal Code Violations,Other,27,22,34632
34707,2016,D22,Etobicoke West Mall (13),Crimes Against the Person,Robbery-Other,4,4,34633
34466,2020,D31,Black Creek (24),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,23,14,34634
34416,2022,D23,NSA,Crimes Against Property,Other,6,1,34635
34579,2021,D32,Bridle Path-Sunnybrook-York Mills (41),Crimes Against Property,Auto Theft,11,1,34636
34769,2017,D31,Oakdale-Beverley Heights (154),Crimes Against Property,Theft Under $5000,387,167,34637
34708,2021,D22,Etobicoke City Centre (159),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,6,34638
34467,2020,D52,Yonge-Bay Corridor (170),Controlled Drugs and Substances Act,Other,24,22,34639
34417,2014,D41,Dorset Park (126),Controlled Drugs and Substances Act,Other,45,45,34640
34580,2022,D31,Oakdale-Beverley Heights (154),Controlled Drugs and Substances Act,Other,18,17,34641
34770,2020,D42,East L'Amoreaux (148),Controlled Drugs and Substances Act,Other,4,3,34642
34709,2020,D23,Mount Olive-Silverstone-Jamestown (2),Crimes Against the Person,Attempt Murder,6,4,34643
34468,2015,D33,Pleasant View (46),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,5,34644
34418,2017,D55,Birchcliffe-Cliffside (122),Criminal Code Traffic,Other,2,2,34645
34581,2015,D53,North St.James Town (74),Crimes Against Property,Other,1,1,34646
34771,2016,D42,Milliken (130),Other Federal Statute Violations,Other,7,7,34647
34710,2023,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Theft Over $5000,18,4,34648
34469,2021,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against Property,Break & Enter-Other,7,1,34649
34419,2015,D22,Long Branch (19),Crimes Against Property,Fraud,19,3,34650
34582,2019,D12,Mount Dennis (115),Other Federal Statute Violations,Other,4,3,34651
34772,2016,D51,Moss Park (73),Crimes Against the Person,Attempt Murder,5,3,34652
34711,2022,D42,West Rouge (143),Crimes Against Property,Break & Enter-Other,3,2,34653
34470,2016,D53,Rosedale-Moore Park (98),Crimes Against Property,Auto Theft,12,5,34654
34420,2019,D55,Playter Estates-Danforth (67),Crimes Against Property,Fraud,39,9,34655
34421,2022,D55,Woodbine Corridor (64),Other Criminal Code Violations,Other,164,152,34656
34422,2014,D33,Kensington-Chinatown (78),Controlled Drugs and Substances Act,Other,1,1,34657
34423,2015,D11,Dufferin Grove (83),Crimes Against the Person,Assault,54,37,34658
34424,2015,D32,St.Andrew-Windfields (40),Crimes Against Property,Theft Under $5000,26,2,34659
34425,2014,D13,Wychwood (94),Other Federal Statute Violations,Other,3,3,34660
34426,2015,D22,Islington (158),Crimes Against the Person,Attempt Murder,2,2,34661
34427,2016,D32,Newtonbrook West (36),Crimes Against Property,Break & Enter-House,31,3,34662
34428,2021,D32,Yorkdale-Glen Park (31),Other Federal Statute Violations,Other,1,1,34663
34429,2021,D53,Casa Loma (96),Controlled Drugs and Substances Act,Other,1,1,34664
34430,2014,D55,South Riverdale (70),Crimes Against Property,Fraud,77,28,34665
34431,2021,D11,High Park-Swansea (87),Crimes Against Property,Theft Under $5000,158,30,34666
34432,2021,D51,Moss Park (73),Crimes Against the Person,Attempt Murder,1,1,34667
34433,2020,D53,Mount Pleasant East (99),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,34668
34434,2018,D42,Malvern East (146),Crimes Against the Person,Other,70,38,34669
34435,2022,D32,York University Heights (27),Crimes Against the Person,Sexual Violation,3,1,34670
34436,2020,D31,York University Heights (27),Crimes Against Property,Fraud,184,14,34671
34437,2014,D51,St Lawrence-East Bayfront-The Islands (166),Other Federal Statute Violations,Other,1,1,34672
34438,2021,D55,Greenwood-Coxwell (65),Crimes Against Property,Break & Enter-House,12,3,34673
34439,2022,D11,High Park-Swansea (87),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,34674
34440,2019,D23,Eringate-Centennial-West Deane (11),Crimes Against the Person,Assault,1,1,34675
34441,2020,D43,Centennial Scarborough (133),Criminal Code Traffic,Other,3,3,34676
34442,2015,D33,Hillcrest Village (48),Crimes Against the Person,Sexual Violation,13,10,34677
34443,2022,D51,Cabbagetown-South St.James Town (71),Other Criminal Code Violations,Other,58,41,34678
34444,2015,D11,Junction-Wallace Emerson (171),Controlled Drugs and Substances Act,Other,18,18,34679
34445,2020,D42,West Rouge (143),Crimes Against Property,Auto Theft,16,2,34680
34446,2015,D11,Dufferin Grove (83),Crimes Against the Person,Robbery-Other,15,7,34681
34447,2017,D14,Annex (95),Crimes Against the Person,Robbery-Other,23,10,34682
34448,2016,D53,Leaside-Bennington (56),Controlled Drugs and Substances Act,Other,3,3,34683
34449,2016,D13,Briar Hill-Belgravia (108),Other Federal Statute Violations,Other,2,2,34684
34450,2015,D55,South Riverdale (70),Crimes Against the Person,Other,65,38,34685
34583,2017,D11,Lambton Baby Point (114),Other Criminal Code Violations,Other,9,9,34686
34773,2023,D14,Harbourfront-CityPlace (165),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,3,34687
34712,2016,D32,Yorkdale-Glen Park (31),Crimes Against the Person,Robbery-Other,10,3,34688
34584,2022,D55,East End-Danforth (62),Crimes Against Property,Theft Under $5000,389,70,34689
34774,2015,D22,Mimico-Queensway (160),Other Criminal Code Violations,Other,274,264,34690
34713,2020,D14,Wellington Place (164),Crimes Against Property,Fraud,118,15,34691
34585,2014,D13,Oakwood Village (107),Crimes Against Property,Theft Under $5000,131,39,34692
34775,2014,D33,Hillcrest Village (48),Crimes Against the Person,Sexual Violation,5,3,34693
34714,2018,D55,The Beaches (63),Crimes Against Property,Other,113,44,34694
34586,2014,D12,Maple Leaf (29),Crimes Against the Person,Robbery-Other,7,5,34695
34776,2019,D14,South Parkdale (85),Criminal Code Traffic,Other,13,11,34696
34715,2014,D55,North Riverdale (68),Crimes Against Property,Theft Under $5000,157,54,34697
34777,2017,D53,Bay-Cloverhill (169),Controlled Drugs and Substances Act,Other,3,3,34698
34716,2021,D14,Dovercourt Village (172),Crimes Against the Person,Robbery-Other,17,13,34699
34587,2015,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against Property,Break & Enter-House,25,8,34700
34778,2015,D43,Scarborough Village (139),Crimes Against Property,Fraud,26,11,34701
34717,2020,D11,Weston-Pelham Park (91),Crimes Against the Person,Robbery-Other,2,1,34702
34471,2017,D33,Pleasant View (46),Crimes Against the Person,Other,11,2,34703
34588,2019,D22,Alderwood (20),Crimes Against Property,Theft Under $5000,132,31,34704
34718,2018,D22,Eringate-Centennial-West Deane (11),Crimes Against the Person,Attempt Murder,1,1,34705
34779,2020,D22,Islington (158),Crimes Against the Person,Other,10,8,34706
34472,2017,D22,Stonegate-Queensway (16),Other Criminal Code Violations,Other,42,36,34707
34589,2014,D53,Forest Hill North (102),Crimes Against the Person,Sexual Violation,2,2,34708
34719,2017,D42,Malvern East (146),Crimes Against the Person,Assault,152,125,34709
34780,2023,D22,Stonegate-Queensway (16),Crimes Against the Person,Robbery-Other,14,7,34710
34473,2017,D51,Regent Park (72),Crimes Against Property,Break & Enter-Commercial,9,1,34711
34590,2023,D14,Fort York-Liberty Village (163),Crimes Against Property,Theft Under $5000,403,45,34712
34720,2015,D51,Regent Park (72),Crimes Against Property,Other,64,23,34713
34781,2016,D42,Steeles (116),Crimes Against the Person,Other,13,4,34714
34474,2018,D32,Downsview (155),Other Criminal Code Violations,Other,11,7,34715
34591,2015,D43,Woburn North (142),Controlled Drugs and Substances Act,Other,31,29,34716
34721,2023,D51,North St.James Town (74),Other Criminal Code Violations,Other,196,168,34717
34782,2020,D11,Runnymede-Bloor West Village (89),Crimes Against the Person,Assault,29,16,34718
34475,2015,D32,Newtonbrook East (50),Criminal Code Traffic,Other,13,13,34719
34592,2017,D41,Oakridge (121),Crimes Against the Person,Sexual Violation,9,7,34720
34722,2017,D14,Wellington Place (164),Crimes Against Property,Theft Under $5000,538,169,34721
34783,2017,D43,Cliffcrest (123),Crimes Against Property,Auto Theft,12,5,34722
34476,2016,D14,Kensington-Chinatown (78),Crimes Against the Person,Attempt Murder,2,1,34723
34593,2016,D14,Harbourfront-CityPlace (165),Crimes Against the Person,Robbery-Other,11,8,34724
34723,2018,D31,Oakdale-Beverley Heights (154),Crimes Against the Person,Assault,264,163,34725
34784,2022,D41,Bendale-Glen Andrew (156),Crimes Against the Person,Assault,36,28,34726
34477,2017,D53,University (79),Crimes Against Property,Theft Under $5000,12,3,34727
34594,2022,D11,High Park North (88),Crimes Against Property,Break & Enter-Commercial,3,2,34728
34724,2014,D51,Church-Wellesley (167),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,9,34729
34785,2016,D14,University (79),Crimes Against Property,Break & Enter-House,7,1,34730
34478,2017,D11,High Park North (88),Crimes Against the Person,Sexual Violation,16,11,34731
34595,2015,D52,Wellington Place (164),Crimes Against Property,Theft Under $5000,641,127,34732
34725,2014,D43,Golfdale-Cedarbrae-Woburn (141),Crimes Against the Person,Sexual Violation,21,14,34733
34786,2021,D32,Yorkdale-Glen Park (31),Controlled Drugs and Substances Act,Other,5,4,34734
34479,2017,D13,Corso Italia-Davenport (92),Other Criminal Code Violations,Other,48,43,34735
34596,2018,D33,Don Valley Village (47),Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,8,34736
34726,2017,D55,The Beaches (63),Crimes Against the Person,Robbery-Other,42,20,34737
34787,2022,D13,Corso Italia-Davenport (92),Crimes Against Property,Break & Enter-House,3,1,34738
34480,2019,D33,NSA,Crimes Against the Person,Assault,1,1,34739
34597,2018,D14,Dovercourt Village (172),Crimes Against the Person,Assault,89,51,34740
34727,2020,D41,Bendale South (157),Other Criminal Code Violations,Other,4,4,34741
34788,2017,D43,Bendale South (157),Other Criminal Code Violations,Other,22,21,34742
34481,2015,D51,St Lawrence-East Bayfront-The Islands (166),Crimes Against the Person,Assault,93,62,34743
34728,2016,D31,Downsview (155),Crimes Against Property,Break & Enter-Commercial,4,3,34744
34789,2017,D14,Annex (95),Crimes Against Property,Break & Enter-House,15,2,34745
34482,2019,D43,West Hill (136),Crimes Against the Person,Assault,393,285,34746
34598,2021,D53,Yonge-St.Clair (97),Crimes Against Property,Auto Theft,13,2,34747
34729,2018,D22,Eringate-Centennial-West Deane (11),Controlled Drugs and Substances Act,Other,1,1,34748
34790,2014,D53,Bridle Path-Sunnybrook-York Mills (41),Crimes Against the Person,Assault,10,7,34749
34483,2022,D32,Humbermede (22),Other Criminal Code Violations,Other,6,6,34750
34599,2018,D52,St Lawrence-East Bayfront-The Islands (166),Controlled Drugs and Substances Act,Other,16,15,34751
34730,2018,D12,Maple Leaf (29),Other Criminal Code Violations,Other,17,16,34752
34791,2021,D43,NSA,Crimes Against Property,Other,3,2,34753
34484,2021,D31,NSA,Crimes Against the Person,Robbery-Other,4,1,34754
34600,2020,D13,NSA,Other Criminal Code Violations,Other,4,4,34755
34731,2021,D52,Harbourfront-CityPlace (165),Controlled Drugs and Substances Act,Other,9,8,34756
34792,2023,D33,NSA,Other Criminal Code Violations,Other,4,4,34757
34485,2020,D41,Dorset Park (126),Crimes Against Property,Theft Over $5000,5,1,34758
34732,2020,D22,Eringate-Centennial-West Deane (11),Crimes Against Property,Theft Under $5000,75,4,34759
34793,2021,D55,Old East York (58),Crimes Against Property,Theft Under $5000,145,19,34760
